--------- beginning of system
02-08 22:42:38.224  1029  4888 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity} from uid 2000
02-08 22:42:38.256  1029  1053 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.278  1029  1062 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.283  1029  1062 I ActivityManager: Start proc 25212:com.YourCompany.TemplateProject3/u0a147 for activity {com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity}
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: reset_experiments_to_default
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: pin_unlock_browser_password_autofill
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: experimental_grid_tile
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: experimental_grid_tile
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: selected_local_keyboard
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_general
02-08 22:47:01.955 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_general
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_grid_tile
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_grid_tile
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_roomscale_section
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_roomscale_section
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: unlock_pattern
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_mono_audio
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: overlay_position
02-08 22:47:01.956 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: overlay_position
02-08 22:47:01.959 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.959 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_customization_boundary_color_config
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_customization_boundary_color_config
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: support
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: support
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: new_notifications_sound
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_backup_section
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_backup_section
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: keyboard_dictation_federated_learning_enabled_old
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: move_notification
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: move_notification
02-08 22:47:01.959 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: unlock_pin
02-08 22:47:01.964 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: video_capture_frame_rate
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: accessibility_vision_section
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_vision_section
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: virtual_workspace_grid_tile
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: virtual_workspace_grid_tile
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_audio_balance
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_controller_calibration
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hearing_captions_subsection
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: virtual_workspace_virtual_environment_section
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: virtual_workspace_virtual_environment_section
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: capture_advanced_setting
02-08 22:47:01.965 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_text_to_speech_hover_duration
02-08 22:47:01.979 21033 21088 D xrstreaming: receive ping: org 0 recv 0 xmt 44897740513200 (received at 21537433820738), offset divergence -685283
02-08 22:47:01.986 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:01.991  2801 26027 D CapabilitiesQueryWorker: CapabilitiesQueryResponse onSuccess
02-08 22:47:02.005  4614 25935 I VrApi   : FPS=88/90,Prd=27ms,Tear=0,Early=0,Stale=2,Stale2/5/10/max=0/0/0/1,VSnc=0,Lat=-1,Fov=0,CPU4/GPU=2/3,2419/490MHz,OC=FF,TA=0/70/0,SP=N/F/N,Mem=2092MHz,Free=2280MB,PLS=0,Temp=31.0C/0.0C,TW=1.82ms,App=5.90ms,GD=0.13ms,CPU&GPU=8.92ms,LCnt=2(DR90,LM2),GPU%=0.73,CPU%=0.13(W0.20),DSF=1.00,CFL=14.80/19.86
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: privacy_share_non_essential_telemetry
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_tracking
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_tracking
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: intrusion_detection_distance
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hands_hand_tracking_autotransition
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: selected_remote_keyboard
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controller_speed_sensitivity
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controller_speed_sensitivity
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: pattern_unlock_browser_password_autofill
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: surface_clear
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: bluetooth_pairing
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: bluetooth_pairing
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: runtime_version
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: runtime_version
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: temperature_unit
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: select_remote_keyboard
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: pin_reauth_apps_lock
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: about_health_and_safety_video
02-08 22:47:02.008 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: about_health_and_safety_video
02-08 22:47:02.009 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.009 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: video_capture_reset_experimental_to_default
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: devices_mouse_section
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: devices_mouse_section
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_controller_calibration_forward_direction
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_double_tap_config
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: idle_shutdown_time
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: phone_notifications_enabled_all_apps
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: phone_notifications_enabled_all_apps
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: headset_distance_sensitivity
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: headset_distance_sensitivity
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_guardian
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_guardian
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: software_update
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: software_update
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: auto_wake
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: auto_wake
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: accessibility_font_size
02-08 22:47:02.010 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_font_size
02-08 22:47:02.015 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.015 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:02.015 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: bounds_pulse_toggle
02-08 22:47:02.015 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: intrusion_detection_boundary_sensitivity
02-08 22:47:02.015 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: privacy_share_spatial_data
02-08 22:47:02.016 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: devices_keyboard_section
02-08 22:47:02.016 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: devices_keyboard_section
02-08 22:47:02.022 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.022 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_input_haptics_amplitude
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_input_haptics_amplitude
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: window_color
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: caption_text_background_color
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_about_section
02-08 22:47:02.022 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_about_section
02-08 22:47:02.023 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.023 18403 18403 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: mtp_dialog_toggle
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: environment_location_selector
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: installed_apps
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: installed_apps
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sound_do_not_disturb
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: voice_transcripts_storage
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: vrs_rewind_toggle
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: caption_text_size
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: exp_mouse_swap_primary_btn
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: exp_mouse_swap_primary_btn
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: quest_link
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: quest_link
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: environment_furniture_selector
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controllers_swap_thumbsticks
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_swap_thumbsticks
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: hands_hand_controller_emulation_user_preference
02-08 22:47:02.024 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: keyboard_autocorrect
02-08 22:47:02.027   883  1360 I [CT]    : Vega:SubmapPublisher: Tracking parent no change: frame movement above thresh -> Publish
02-08 22:47:02.027   883  1360 I [CT]    : Vega:SubmapPublisher: Start to publish submaps, found candidates:  3
02-08 22:47:02.027   883  1360 E [CT]    : SubmapRecords: findSubmapId found 2 submap records hold the same query krHandle
02-08 22:47:02.032   883  9961 I chatty  : uid=1000(system) Binder:883_5 identical 2 lines
02-08 22:47:02.032 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:02.033   883  9961 W TrackingService: attachClient: found client in attached list
02-08 22:47:02.034 21033 21115 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: privacy_browser_analytics
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: os_version
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: os_version
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: tracking_frequency
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: tracking_frequency
02-08 22:47:02.043 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_text_to_speech_enabled
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_display_section
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_display_section
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: pairing_code
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: pairing_code
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: do_not_disturb
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: do_not_disturb
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: color_correction
02-08 22:47:02.044 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: color_correction
02-08 22:47:02.046   757  1256 I SyncBossHAL: [info   ] syncboss_hal_powerstate.c(50): Reporting powerstate event: PROX_OFF
02-08 22:47:02.048 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.049 18403 18403 V [SUI] RawSettingsItem: valueFetcher is empty for id: voice_recordings_storage
02-08 22:47:02.055  1029  1516 D VrPowerManagerService: processing message: sensor changed
02-08 22:47:02.056 18403 18403 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
02-08 22:47:02.056 18403 18403 D OculusUserManager: isMultiUserEnabled? UserManager: true
02-08 22:47:02.056 18403 18403 D [SUI] MultiUserManagerHelper: Is Multiuser Enabled SystemUXConfig is MultiUser Enabled: true, OculusManager is MultiUser Enabled: true
