--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrRuntimeCompute: onStart: Passthrough.
03-09 18:59:55.492   842  3126 I [CT]    : MR:Capability: Passthrough capability: start received from 93993261
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: PassthroughComputeCapability: onStart: Instantiating Passthrough.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: PassthroughMesh: PassthroughMesh: Initializing.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: PassthroughMesh: PassthroughMesh: Initialized.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: StereoPipeline: addClient: adding client Passthrough, active clients: 'NONE'.
03-09 18:59:55.492   842  3126 I [CT]    : BOLTDEPTH: BoltDepthSystem: onResume: waiting for previous core deinit to finish
03-09 18:59:55.492   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.492   842  3126 I [CT]    : BOLTDEPTH: CvpDisparityPipeline: activate: CVP pipeline successfully activated.
03-09 18:59:55.492   842  3126 I [CT]    : BOLTDEPTH: BoltDepthSystem: onResume: Successfully resumed the depth system
03-09 18:59:55.492  2899  3311 I GuardianRender: Successfully changed mrSessionActiveMrRenderType_ from None to Passthrough
03-09 18:59:55.492  2899  3311 W OsSdk   : Requested historical tracking state too far in the past; oldest: 5140.911170s, requested: 5139.954199s
03-09 18:59:55.492   842  3126 I [CT]    : BOLTDEPTH: BoltDepthSystem: activateClient: client 0 is activated.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrRuntimeCompute: onStart: Notify that camera needs to be started.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrRuntimeCompute: onStart: Resuming Stereo Pipeline.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrRuntimeCompute: resumeStereoPipeline
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: StereoPipeline: StereoPipeline: resuming, paused clients: 'NONE'.
03-09 18:59:55.492   842  3126 W [CT]    : BOLTDEPTH: BoltDepthSystem: onResume: Noop since the depth system is already active. State: INITIALIZED
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: MrRuntimeCompute: Refreshing online calibration.
03-09 18:59:55.492   842  3126 I [CT]    : MIXEDREALITY: ServiceLogic: First capability using camera was resumed, switching cameras on.
03-09 18:59:55.493   842 15365 I [CT]    : MIXEDREALITY: ServiceLogic: sendMrEngine: Resume
03-09 18:59:55.493   842 15365 D MrSystemService: Mr Engine resume.
03-09 18:59:55.494   861   861 D TrackingService: getSharedMemory: com.oculus.mrservice, HeadTracker
03-09 18:59:55.496  3023  3139 W OsSdk   : Requested historical tracking state too far in the past; oldest: 5140.920137s, requested: 5132.924176s
03-09 18:59:55.496  3023  3139 I [CT]    : MIXEDREALITY: MrSvc: PassthroughPresentationLayerImpl: Allocating framebuffers for layer -1 (Guardian) of size 640x640, internal format 0x822b, depth buffer type 0, swap chain length 2.
03-09 18:59:55.499   842 15366 I [CT]    : MIXEDREALITY: ServiceLogic: Frame types for computation: HEADSET, rendering: HEADSET.
03-09 18:59:55.499   842 15366 I [CT]    : MIXEDREALITY: ServiceLogic: Thread mrss:camera had no tid assigned, now has TID: 15366
03-09 18:59:55.499   842 15366 I [CT]    : MIXEDREALITY: CoreAffinity: Successfully set cpu affinity for thread 15366 to prime gold (7)
03-09 18:59:55.499  1260  3202 I VrRuntimeService: CreateSwapChain: 93993261
03-09 18:59:55.499   738  9083 I FrameSetDispatcher: [HEADSET] Client pid=842 (MrSSCamS): Client thread started
03-09 18:59:55.499  1260  3202 I VrRuntimeService: CreateSwapChain: api:gles 0 0x822b 640 640 1 2 1 0 3
03-09 18:59:55.499   738  9083 I CameraClientManager: [HEADSET] Added client (842)(MrSSCamS) - started clients: 4
03-09 18:59:55.499  1260  3202 I VrRuntimeServer: CreateTextureSwapChain: result importswapchaingles 1
03-09 18:59:55.500   842 15366 I [CT]    : MIXEDREALITY: CoreAffinity: Successfully set cpu affinity for thread 1249 to prime gold (7)
03-09 18:59:55.504  1260  3202 I VrRuntimeService: CreateSwapChain: 93993261
03-09 18:59:55.504  1260  3202 I VrRuntimeService: CreateSwapChain: api:gles 0 0x822b 640 640 1 2 1 0 3
03-09 18:59:55.504  1260  3202 I VrRuntimeServer: CreateTextureSwapChain: result importswapchaingles 1
03-09 18:59:55.510   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.514 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.514 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.514 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.520  1052  2038 W ActivityManager: Package for pid 842: no process record found
03-09 18:59:55.520   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.521   861   861 D TrackingService: getSharedMemory: /system/bin/mrsystemservice, HeadTracker
03-09 18:59:55.522   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.522   861   861 D TrackingService: getSharedMemory: /system/bin/mrsystemservice, Controller
03-09 18:59:55.522   842  1249 I [CT]    : MIXEDREALITY: MrRuntimeCompute: computeIteration: (every 30 seconds). Playspace: OFF, Passthrough: ON, IntrusionDetection: OFF
03-09 18:59:55.525   842  1249 I [CT]    : Bolt:CVPUtilization: CVP DFS utilization: 0
03-09 18:59:55.525   842  1249 I [CT]    : Bolt:CVPUtilization: CVP runtime 1486us, frametime 136185159us
03-09 18:59:55.525   842  1249 I [CT]    : MIXEDREALITY: CapabilityTelemetry: Found a stat too old, resetting it.
03-09 18:59:55.526   842  1249 I [CT]    : MIXEDREALITY: PassthroughMesh: update: Clearing 0 previous mesh points (previous timestamp 0, current 5141.188023807).
03-09 18:59:55.536  1260  3002 I VrRuntimeService: RuntimeServiceSDKServer::SetGuardianSystemState: 1280640944
03-09 18:59:55.536  2899  3049 I GuardianSystem: UpdateGuardianSystemState: Flags changed: 524288, 786432, SYSTEM_GUARDIAN_VALID to SYSTEM_SYSTEM_PT_VISIBLE,SYSTEM_GUARDIAN_VALID
03-09 18:59:55.543  3023  3139 I [CT]    : MIXEDREALITY: PassthroughRenderer: Feature blurGlacierTextures is enabled.
03-09 18:59:55.545  1260  2718 I PerformanceManager_V0: SetClockLevels: Apply pending clock request change: 2,3 -> 4,4
03-09 18:59:55.545  1260  2718 I VrRuntimeServer: DisableCompositorClient: 0
03-09 18:59:55.545  1260  2718 I CompositorClientMgr: Disable client 0
03-09 18:59:55.545  1260  2718 I CompositorClientMgr: DisableClient: frame flush required: 1
03-09 18:59:55.545  1260  2714 I Clocks  : ReleaseClocks - start
03-09 18:59:55.546  1260  2714 I Clocks  : ReleaseClocks - end (0.9 ms)
03-09 18:59:55.546  1260  2714 I Clocks  : LockClocks( cpu=4, gpu=4 ) - start
03-09 18:59:55.546  1260  2714 I Clocks  : CPU levels [0, 7]
03-09 18:59:55.546  1260  2714 I Clocks  : GPU levels [0, 5]
03-09 18:59:55.547  1260  2714 I Clocks  : LockClocks( cpu=4, gpu=4 ) - end (0.8 ms)
03-09 18:59:55.549  3023  3139 I AudioCapture: AudioCapture::PauseAudioCapture
03-09 18:59:55.549  3023  3139 D AudioService: Disconnected from Horizon OVRMediaService
03-09 18:59:55.558   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.558 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.558 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.559 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.560  3023  3139 I VrRuntimeClient: UpdateEvents: HMT was UNmounted
03-09 18:59:55.563  1260 15059 I CompositorVR: SetSchedFifo( tid=3139, pol=5, pri=1 ) succeeded
03-09 18:59:55.598 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.598 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.598 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.599   842 15366 E [CT]    : MIXEDREALITY: ServiceLogic: Render mutex timeout: false
03-09 18:59:55.604 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.643 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.643 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.644 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.646 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.647 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.688 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.688 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.688 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.693   861   861 I chatty  : uid=1000(system) /system/bin/trackingservice identical 7 lines
03-09 18:59:55.693 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.734   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.735 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.735 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.735 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.735   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.736 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.736 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:55.736 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:55.737 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.775 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.781 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.781 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.781 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.821 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.826   861  1577 I chatty  : uid=1000(system) Binder:861_4 identical 5 lines
03-09 18:59:55.827 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.827 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.827 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.866   861  1577 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.869   861 13668 I [CT]    : boltlib: DSP utilization: 9.80 % (490 / 5004 ms)
03-09 18:59:55.870 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.871   861   861 W TrackingService: attachClient: found client in attached list
03-09 18:59:55.872 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.872 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.872 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.876   861 15051 I [CT]    : CONSTELLATION:VISION_STATUS: 86557c336c360320 (L): BlobDetection:[#BlobsDetected=(19.15, 38.97)]Matching:[MatchSuccess=0.984, MatchCost=(0.00107, 0.00000), #MatchedBlobs=(9.43, 8.01), #MatchedLeds=(5.22, 2.29), RematchM=0.004, SkipRefine=0.000] MatchMethod:[Prox=0.980, ConstBrute=0.004, UnconstBrute=0.000] MatchResets[AnomBlobSize=0.000, SharedMatch=0.000, DenseReacq=0.000] | Fusion:[FusionError=0.004, ImuFromCamMs=(8.245, 1.704), RematchF=0.056] FusionUpdates:[Successful=0.724, Reliable=0.700, TightFusion=0.696, FullPose=0.028, StaticPrior=0.272, StaticForHandTrans=0.284, PoseUpdateMD=(0.0621, 0.0018)] FusionResets[6DoFReset=0.000, ResetSuccess=0.000] FusionStatus[HasPosition=1.000, HasVelocity=1.000] 
03-09 18:59:55.877   861 15051 I [CT]    : CONSTELLATION:VISION_STATUS: 729165a0fe4054d7 (R): BlobDetection:[#BlobsDetected=(19.15, 38.97)]Matching:[MatchSuccess=0.952, MatchCost=(0.00109, 0.00000), #MatchedBlobs=(9.64, 14.81), #MatchedLeds=(5.24, 4.03), RematchM=0.012, SkipRefine=0.000] MatchMethod:[Prox=0.952, ConstBrute=0.000, UnconstBrute=0.000] MatchResets[AnomBlobSize=0.000, SharedMatch=0.000, DenseReacq=0.000] | Fusion:[FusionError=0.000, ImuFromCamMs=(8.506, 1.252), RematchF=0.036] FusionUpdates:[Successful=0.724, Reliable=0.692, TightFusion=0.708, FullPose=0.016, StaticPrior=0.276, StaticForHandTrans=0.288, PoseUpdateMD=(0.0444, 0.0006)] FusionResets[6DoFReset=0.000, ResetSuccess=0.000] FusionStatus[HasPosition=1.000, HasVelocity=1.000] 
03-09 18:59:55.915 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:55.915   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=20] Bad map tracking: map tracking failed @ Submap id = 2, version = 768223575 with status: 2
03-09 18:59:55.915   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=21] Map tracking did not run.
03-09 18:59:55.916 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:55.917 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.922 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:55.930   861 13691 I [CT]    : CONSTELLATION:IMU_STATUS: 86557c336c360320 (L): [FusionTracked=1.000, OutputTracked=1.000, OutputValid=1.000] [AccelSat=0.000, GyroSat=0.000] 
